X,Y,Z,Au_ppm,As_ppm_BESTEL,Hg_ppm_BESTEL,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47
0.5743078580843424,0.6365465503411901,0.5842416772381451,0.0004608887650324,0.0058301749052471,0.0061311475409836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3729523903369264e-05,9.956116189842149e-11,0.0,0.0017700052480890723,7.590855518288733e-05,0.0,0.00028417837631076386,2.811211215200659e-06,0.0,0.0,0.0,0.0,0.0,3.525892762344908e-07,0.0,0.0,0.036198804795918076,0.0054441943849764625,1.2769024898374846e-17,0.2902311111811437,0.06638978235800409,3.9533889902344396e-05,0.11581822969252321,0.022831191461125663,8.966064875892431e-07,0.0005473108857995836,1.0097457629731893e-05,0.0,0.0,6.159208137334384e-05,6.663106330016186e-08,0.0,0.13675856892570812,0.027813724620370368,2.1040245509582357e-06
0.5743089573888376,0.6365435572038893,0.5840701593101808,0.0004608887650324,0.0058301749052471,0.0061311475409836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3973675234036914e-05,1.1230881252842846e-10,0.0,0.0017848291024280024,7.693023890388405e-05,0.0,0.00028727171300635006,2.8745360564494358e-06,0.0,0.0,0.0,0.0,0.0,3.581579589519695e-07,0.0,0.0,0.03629806423247264,0.00546321047606179,2.7687355960321153e-17,0.29087797673895305,0.06655683745762896,3.981596851665002e-05,0.11608895570912915,0.022894886364051622,9.081023135099845e-07,0.00054982214899989,1.0183455794857053e-05,0.0,0.0,6.157388127250568e-05,6.65722596002843e-08,0.0,0.13673823347358452,0.027808835242225882,2.1025136349223493e-06
0.5743100357000687,0.6365405997672952,0.5838986405642144,0.0004608887650324,0.0058301749052471,0.0061311475409836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4221330783049172e-05,1.2638212116819388e-10,0.0,0.0017997522431549378,7.796304232667687e-05,0.0,0.0002903924683007483,2.9390312161487215e-06,0.0,0.0,0.0,0.0,0.0,3.6379238480772053e-07,0.0,0.0,0.0363974478435047,0.005482261575727396,5.490963519543907e-17,0.2915255867928182,0.06672410706169479,4.00994688590476e-05,0.11636005247136579,0.022958688945942576,9.197126692806248e-07,0.0005523418623642886,1.0270022929065386e-05,0.0,0.0,6.155510512586184e-05,6.651162485619811e-08,0.0,0.13671751748751718,0.02780385446385784,2.1009751706950556e-06
0.5743110926793307,0.6365376788417137,0.5837271211638454,0.0004608887650324,0.0058301749052471,0.0061311475409836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4472527506358339e-05,1.4188817695253605e-10,0.0,0.0018147751389313137,7.900705550091128e-05,0.0,0.00029354083193845217,3.004713635002007e-06,0.0,0.0,0.0,0.0,0.0,3.6949296262305997e-07,0.0,0.0,0.03649695461657397,0.005501347498083598,1.0144881165394321e-16,0.2921739391084655,0.06689159053308504,4.038439378064981e-05,0.11663152071693106,0.02302259939869249,9.314383793591819e-07,0.0005548700638254899,1.0357162374878603e-05,0.0,0.0,6.153574885413129e-05,6.644914871982878e-08,0.0,0.13669641921349995,0.02779878186880391,2.0994090683094512e-06
0.5743121266267109,0.6365347990054209,0.5835556009454744,0.0004608887650324,0.0058301749052471,0.0061311475409836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4727299614524188e-05,1.5894009784766116e-10,0.0,0.0018298982564895407,8.006236870990323e-05,0.0,0.0002967170308671712,3.0716011986464177e-06,0.0,0.0,0.0,0.0,0.0,3.7525981720045e-07,0.0,0.0,0.03659658095490493,0.005520467560642345,1.7693669659198165e-16,0.2928230298422833,0.06705928681832202,4.067074540389336e-05,0.11690336711919973,0.023086619312383882,9.432805316928671e-07,0.0005574069109842303,1.0444881634606576e-05,0.0,0.0,6.151578713050027e-05,6.63847524315679e-08,0.0,0.13667492783367433,0.027793614861602506,2.097814566475956e-06
0.574313141382989,0.6365319494377837,0.5833840799091013,0.0003001136144397,0.0058301749052471,0.0061311475409836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4985935016269413e-05,1.6840033491841763e-10,0.0,0.001845136366769126,8.060791270213029e-05,0.0,0.00029992418230755184,3.1060823175823287e-06,0.0,0.0,0.0,0.0,0.0,3.811052382224656e-07,0.0,0.0,0.03669652453446793,0.005520496778248001,1.015838650967226e-16,0.29347412652926325,0.06705652019379507,4.037470675461873e-05,0.11717611370858526,0.023084366134964004,9.305965252949139e-07,0.0005599572182392168,1.0440081893985537e-05,0.0,0.0,6.149606950294155e-05,6.499694035975174e-08,0.0,0.13665368806941142,0.027710425373977044,2.0484851309229915e-06
0.5743141291285717,0.6365291519768864,0.583212558054726,0.0003001136144397,0.0058301749052471,0.0061311475409836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5247976368306022e-05,1.880223326278561e-10,0.0,0.0018604615043230726,8.168025162764915e-05,0.0,0.0003031566489251006,3.174808930472679e-06,0.0,0.0,0.0,0.0,0.0,3.8700616459434833e-07,0.0,0.0,0.03679638925750105,0.005539627703764458,1.7692332581588397e-16,0.2941246934795228,0.06722425885754606,4.066044108048903e-05,0.11744871747205814,0.023148443360843873,9.42412423981267e-07,0.0005625114349193279,1.0528308026894694e-05,0.0,0.0,6.147489703662566e-05,6.492985391047202e-08,0.0,0.13663141042340002,0.027705082789616194,2.046865564383193e-06
0.5743150988806582,0.6365263810448398,0.5830410357095499,0.0003001136144397,0.0058301749052471,0.0061311475409836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5513722042769703e-05,2.0950461867317402e-10,0.0,0.0018758884392765173,8.276412496701012e-05,0.0,0.0003064173958051846,3.2447812001186615e-06,0.0,0.0,0.0,0.0,0.0,3.9297590884360913e-07,0.0,0.0,0.036896383030415016,0.005558794531369139,2.938431596677882e-16,0.29477600545708654,0.06739221144775705,4.094760285935446e-05,0.11772167751253292,0.02321262473310881,9.543441831349666e-07,0.0005650738989129368,1.0617102951767815e-05,0.0,0.0,6.145320257267224e-05,6.486115335062439e-08,0.0,0.13660877506308874,0.02769965453123767,2.0452208459886095e-06
0.5743160438894481,0.6365236556857515,0.5828695120555688,0.0003001136144397,0.0058301749052471,0.0061311475409836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5783194510908917e-05,2.3298295291495947e-10,0.0,0.001891417579122565,8.385962011833109e-05,0.0,0.00030970678500149185,3.3160204577980512e-06,0.0,0.0,0.0,0.0,0.0,3.9901345273003377e-07,0.0,0.0,0.03699649193693192,0.005577994601174477,4.68843761104815e-16,0.2954280501393693,0.06756037472525565,4.123619043245167e-05,0.11799502243625624,0.02327691699560318,9.663938494793546e-07,0.0005676452222879734,1.0706489930638038e-05,0.0,0.0,6.143087938791076e-05,6.479050393062652e-08,0.0,0.13658573647772104,0.02769412969050447,2.0435477120962236e-06
0.5743169673502665,0.6365209666561954,0.5826979884015878,0.0003001136144397,0.0058301749052471,0.0061311475409836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.605643992060556e-05,2.586022373876045e-10,0.0,0.001907049382450632,8.496682839881927e-05,0.0,0.0003130249077529197,3.3885423838866054e-06,0.0,0.0,0.0,0.0,0.0,4.051199602354028e-07,0.0,0.0,0.037096721697815055,0.005597229016576728,7.228870071019379e-16,0.29608082848717415,0.06772874887545481,4.152620796809885e-05,0.11826873665315928,0.023341316500431586,9.78561541970537e-07,0.0005702251182601294,1.0796461099067367e-05,0.0,0.0,6.140798027728325e-05,6.471807619194319e-08,0.0,0.1365623171772002,0.02768851367149323,2.0418478427254822e-06
0.5743178629350952,0.6365183323203343,0.5825264631116007,0.0003537053313039,0.0043201296038881,0.0109672131147541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6333408543198916e-05,2.912481990264639e-10,0.0,0.0019227801276443205,8.626920996305418e-05,0.0,0.0003163712398457625,3.47461444161805e-06,0.0,0.0,0.0,0.0,0.0,4.1129107611256884e-07,0.0,0.0,0.03719700415700955,0.005622961672514638,1.3977376009290264e-15,0.29673396690249554,0.06795483428170235,4.20173316941202e-05,0.1185426936920964,0.02342821380371456,9.994449740132093e-07,0.000572812701886179,1.0919112429806045e-05,0.0,0.0,6.13841769201484e-05,6.507976739294929e-08,0.0,0.1365382961232056,0.02770873683184717,2.0558665502217978e-06
