Name,X,Y,Z,Density_gcm3,RQD_Pct,Cr_ppm,CP_Total,PO_Total,PY_Total
KV-NME001,0.43781378776682156,0.5098162710765618,0.46145471558890383,0.40092165898617504,0.88,0.12730538922155687,0.25,0.06666666666666667,0.0
KV-NME001,0.43806121898106964,0.5097892785806601,0.4605909557141493,0.4101382488479264,0.88,0.16047904191616766,0.25,0.06666666666666667,0.0
KV-NME001,0.4481744075146454,0.5087995537240868,0.42606755322005485,0.4423963133640554,0.99,0.12874251497005987,0.25,0.06666666666666667,0.0
KV-NME001,0.44843083622738766,0.5087770599774322,0.42520379334530034,0.4423963133640554,0.99,0.14131736526946106,0.375,0.13333333333333333,0.0
KV-NME001,0.4486827661908829,0.5087545662307775,0.42434003347054583,0.4423963133640554,0.99,0.1532934131736527,0.5,0.2,0.0
KV-NME001,0.4489391949036252,0.508732072483704,0.423480772345139,0.44700460829493105,0.99,0.16017964071856286,0.5,0.2,0.0
KV-NME001,0.44919562361657706,0.5087095787370494,0.42261701247038447,0.44700460829493105,0.99,0.1529940119760479,0.5,0.2,0.0
KV-NME001,0.44944755358007227,0.5086825862411476,0.42175325259562996,0.44700460829493105,0.99,0.13383233532934133,0.5,0.2,0.0
KV-NME001,0.44970398229281455,0.5086600924944931,0.42088949272087545,0.44700460829493105,0.99,0.12335329341317365,0.5,0.2,0.0
KV-NME001,0.44995591225630976,0.5086375987474194,0.42003023159546865,0.44700460829493105,0.99,0.12035928143712575,0.5,0.2,0.0
KV-NME001,0.4502123409690521,0.5086151050007649,0.4191664717207141,0.4423963133640554,0.99,0.11676646706586827,0.5,0.2,0.0
KV-NME001,0.4504642709325473,0.5085881125048631,0.4183027118459596,0.4377880184331797,0.99,0.11616766467065869,0.5,0.2,0.0
KV-NME001,0.45072069964528966,0.5085656187582085,0.41743895197120506,0.43317972350230427,0.99,0.11586826347305389,0.5,0.2,0.0
KV-NME001,0.45097712835824144,0.508543125011135,0.4165796908457982,0.4285714285714286,0.99,0.11437125748502994,0.5,0.2,0.0
KV-NME001,0.4517374169979742,0.508471145021505,0.4139884112215347,0.4377880184331797,0.98,0.12425149700598802,0.25,0.13333333333333333,0.0
KV-NME001,0.45199384571071655,0.5084486512748504,0.4131291500961279,0.4377880184331797,0.98,0.09520958083832336,0.25,0.13333333333333333,0.0
KV-NME001,0.45224577567421176,0.508435155027109,0.4122653902213734,0.4285714285714286,0.98,0.09401197604790419,0.25,0.13333333333333333,0.0
KV-NME001,0.45249770563770697,0.5084171600297016,0.4114016303466188,0.43317972350230427,0.98,0.09790419161676647,0.25,0.13333333333333333,0.0
KV-NME001,0.4527496356012021,0.5084036637815412,0.4105378704718643,0.4285714285714286,0.98,0.10431137724550897,0.25,0.13333333333333333,0.0
KV-NME001,0.45299706681524077,0.5083901675333808,0.40967411059710984,0.41474654377880205,0.98,0.16706586826347306,0.25,0.13333333333333333,0.0
KV-NME001,0.4532489967787359,0.5083721725359733,0.4088103507223553,0.43317972350230427,0.98,0.08862275449101796,0.25,0.13333333333333333,0.0
KV-NME001,0.45350092674223114,0.5083586762878131,0.40794659084760077,0.4285714285714286,0.98,0.09970059880239521,0.25,0.13333333333333333,0.0
KV-NME001,0.455259937737241,0.5082552050530342,0.4018957729749715,0.43317972350230427,0.9500000000000001,0.20718562874251498,0.25,0.13333333333333333,0.0
KV-NME001,0.4555118677007362,0.508241708804874,0.40103201310021697,0.4423963133640554,0.9500000000000001,0.2188622754491018,0.25,0.13333333333333333,0.0
KV-NME001,0.4557637976640219,0.5082237138074664,0.4001682532254625,0.42396313364055316,0.9500000000000001,0.2562874251497006,0.25,0.13333333333333333,0.0
KV-NME001,0.45601572762751713,0.5082102175597251,0.39930449335070795,0.43317972350230427,0.975,0.218562874251497,0.25,0.13333333333333333,0.0
KV-NME001,0.4562676575910123,0.5081967213115647,0.39844073347595343,0.4423963133640554,1.0,0.1625748502994012,0.25,0.13333333333333333,0.0
KV-NME001,0.45651508880526037,0.5081832250634043,0.3975769736011989,0.4377880184331797,1.0,0.1622754491017964,0.25,0.13333333333333333,0.0
KV-NME001,0.4567670187685461,0.5081652300659969,0.3967132137264444,0.4423963133640554,1.0,0.168562874251497,0.25,0.13333333333333333,0.0
KV-NME001,0.4570189487320413,0.5081517338178365,0.3958494538516899,0.4377880184331797,1.0,0.13952095808383233,0.25,0.13333333333333333,0.0
KV-NME001,0.4572708786955365,0.5081382375700951,0.3949856939769354,0.4423963133640554,1.0,0.1308383233532934,0.25,0.13333333333333333,0.0
KV-NME001,0.4575228086590317,0.5081202425726876,0.3941219341021809,0.43317972350230427,1.0,0.15778443113772456,0.25,0.13333333333333333,0.0
KV-NME001,0.45802666858602215,0.508093250076367,0.3923944143526718,0.41474654377880205,0.92,0.3324550898203593,0.25,0.13333333333333333,0.0
KV-NME001,0.45827859854951736,0.5080797538286256,0.39153065447791735,0.42396313364055316,0.92,0.1497005988023952,0.25,0.13333333333333333,0.0
KV-NME001,0.45852602976355594,0.5080617588312181,0.39066689460316284,0.4377880184331797,0.9620000000000001,0.12994011976047903,0.25,0.13333333333333333,0.0
KV-NME001,0.45877795972705115,0.5080482625830578,0.3898031347284083,0.4423963133640554,0.99,0.17425149700598802,0.25,0.13333333333333333,0.0
KV-NME001,0.45902988969054637,0.5080302675856503,0.3889393748536538,0.4423963133640554,0.99,0.11437125748502994,0.25,0.13333333333333333,0.0
KV-NME001,0.4592818196540415,0.5080032750897485,0.3880756149788993,0.4423963133640554,0.99,0.11437125748502994,0.25,0.13333333333333333,0.0
