,omega
348,-0.019919798
349,0.004103682
350,-0.0013554711
351,0.0017456957
352,-0.00093131734
353,0.0004050521
354,-0.002847864
355,0.0011737694
356,-0.011942859
357,-0.0026698527
358,-0.0042325202
359,0.0006686032
360,-0.010564586
361,-0.004895213
362,-0.00899257
363,-0.0015065635
364,-4.6017114e-05
365,0.004655632
366,-0.007253645
367,0.002568766
368,-0.00708549
369,0.004171443
370,-0.0047483547
371,0.004633621
372,0.0012823504
373,0.0067817243
374,-0.00576756
375,0.0010403721
376,0.0011052869
377,0.011676042
378,-0.013620399
379,0.0022466904
380,-0.0010754734
381,0.0040756464
382,-0.008181143
383,-0.009112618
384,-0.0066519426
385,-0.012254675
386,0.0035136184
387,-0.010604182
388,-0.0019393511
389,-0.0090667475
390,0.0013309061
391,0.003145925
392,-0.010199087
393,-0.008304451
394,-0.0004081371
395,-0.013522062
396,-0.015085328
397,-0.009076802
398,-0.002541836
399,-0.0067213224
400,-0.006787481
401,-0.008389042
402,0.0034388294
403,0.010333124
404,-0.01213277
405,0.008292116
406,0.004041138
407,-0.007476271
408,-0.01218981
409,-0.011991462
410,0.0062578376
411,-0.014244062
412,-0.0028637336
413,0.0023221527
414,0.0069337413
415,-0.010289424
416,-0.0097351
417,-0.008720174
418,-0.0076361527
419,-0.0069547016
420,0.0050719935
421,0.002799399
422,-2.7520116e-05
423,-0.00013682758
424,-0.0032904544
425,0.009921874
426,0.00027663773
427,-0.0033806888
428,-0.004827763
429,0.0037909003
430,1.8654391e-05
431,-0.013158399
432,-0.00855043
433,-0.009892837
434,0.0017004957
435,0.00071753236
436,-0.010982663
437,-0.0050754165
438,-0.0018290763
439,-0.004155067
440,-0.0003433996
441,-0.0072279465
442,0.008924104
443,-0.0010949944
444,-0.0016243679
445,-0.0009560501
446,0.004182867
447,0.0003090715
448,0.00016658055
449,-0.0032040486
450,0.0075795315
451,0.0041295616
452,-0.010620835
453,-0.017561795
454,0.0047944207
455,-0.0021426603
456,-0.0032974973
457,-0.009672227
458,-0.0047339103
459,-0.00837164
460,-0.0012577395
461,-0.0077254917
462,-0.010878382
463,-0.007451985
464,0.0019536668
465,-0.013501653
466,-0.0012080639
467,-0.004194368
468,-0.005397751
469,0.0021073725
470,0.0048410483
471,0.0013974236
472,0.0006832321
473,0.0076321755
474,-0.019227657
475,-0.007246687
476,-0.005515229
477,-0.012984173
478,-0.011244601
479,-0.0021947175
480,-0.0054961564
481,-0.0049564843
482,0.005422633
483,-0.0019008438
484,-0.0057859253
485,0.00083247595
486,0.0074951425
487,-0.013444578
488,-0.0050311484
489,-0.0113650495
490,-0.010378839
491,0.0041593197
492,0.011676033
493,-0.015971696
494,-0.008178156
495,0.0031217195
496,0.0006011855
497,-0.008545319
498,-0.0078914035
499,-0.0068786424
500,-0.0028588478
501,0.0049109138
502,-0.0018921332
503,0.0030291
504,0.008678394
505,-0.0031784063
506,-0.012921833
507,-0.0037619737
508,-0.0044056345
509,-0.0021278104
510,0.0013176652
511,-0.008206878
512,-0.006037491
513,-0.012945084
514,0.003052235
515,-0.0143438615
516,-0.0007930205
517,0.0043944926
518,0.007802386
519,-0.012340799
520,-0.006650228
521,-0.008565491
522,-0.006055076
523,0.0016133527
