,omega
369,0.0057693217
370,0.010009099
371,-0.0051555084
372,0.026266208
373,-0.012279226
374,-0.0037152844
375,0.010881882
376,-0.019317513
377,0.0029472704
378,0.012160556
379,-0.010935618
380,0.013155593
381,0.01295374
382,0.003922423
383,-0.01268668
384,-0.037471056
385,0.0056797136
386,-0.00914661
387,-0.010866011
388,-0.008610748
389,-0.022644646
390,0.0031906895
391,0.0035026642
392,-0.0041664867
393,-0.009486159
394,-0.020515993
395,-0.027523622
396,0.0061295447
397,-0.0047300006
398,0.012795199
399,-0.010417935
400,0.009047486
401,-0.028363252
402,0.016718347
403,0.0005967157
404,-0.0031591663
405,0.0016360732
406,-0.015019851
407,0.015455176
408,0.018393733
409,0.027032627
410,0.0045454325
411,-0.01527117
412,0.01423718
413,-0.013386189
414,0.015871152
415,0.016613942
416,0.0048715444
417,0.012493049
418,0.013792407
419,-0.014268188
420,-0.038274925
421,-0.0036754983
422,-0.007026865
423,-0.0072859228
424,0.020847714
425,-0.0015885332
426,0.0070480076
427,-0.016682573
428,-0.021151785
429,0.019159565
430,0.017088352
431,-0.0015133659
432,0.006262851
433,0.0079771215
434,-0.0063359467
435,-0.008723786
436,0.015380925
437,0.021427978
438,0.016285809
439,-0.01389059
440,0.0008540745
441,0.01274471
442,-0.021412492
443,0.0072713112
444,-0.008445706
445,0.01657154
446,0.015777554
447,-0.0009656118
448,0.0077925576
449,-0.008447605
450,-0.0038423697
451,-0.0030219504
452,-0.0046354053
453,0.012830256
454,-0.011890602
455,0.005488325
456,0.0032445963
457,-0.0067281947
458,0.010636235
459,0.006616201
460,-0.0164935
461,-0.022627091
462,0.00957016
463,-0.004336089
464,0.0138066225
465,-0.0040708072
466,0.008257102
467,0.012064782
468,0.0006795351
469,0.020490672
470,-0.008394399
471,-0.01530895
472,0.0062165554
473,-0.002134949
474,0.016864967
475,0.0014387799
476,0.0031040409
477,0.011966167
478,-0.020515598
479,0.011880061
480,-0.012698157
481,0.011676429
482,-0.0011682473
483,0.0052540987
484,0.006503546
485,0.0131808305
486,0.033766735
487,-0.016243948
488,0.0067688613
489,-0.0063602696
490,-0.00301082
491,-0.0066407574
492,-0.04359526
493,0.013618054
494,0.011046041
495,-0.0058726016
496,0.01486006
497,-0.00744542
498,-0.016940027
499,-0.030808073
500,0.011027582
501,-0.010702635
502,0.008113035
503,0.011236861
504,-0.043874882
505,-0.036643002
506,0.004755011
507,-0.02438555
508,0.016479893
509,-0.017650574
510,-0.0146955475
511,-0.018711593
512,0.006006075
513,0.0141271
514,0.004565182
515,-0.014483662
516,0.022143142
517,-0.010534441
518,0.0017288255
519,-0.031936266
520,0.0059264894
521,-0.023844417
522,-0.015647203
523,0.016413676
