Name,X,Y,Z,RQD_Pct,Cr_ppm,CP_Total,PO_Total,PY_Total
KV-NME001,0.4126676532572028,0.48053462466456864,0.43495074821162105,0.8775510204081631,0.07524644030668128,0.06922549691569568,0.01683052824529245,0.0
KV-NME001,0.41290087309033585,0.48050918250114083,0.43413659897637014,0.8775510204081631,0.0954728002920774,0.06922549691569568,0.01683052824529245,0.0
KV-NME001,0.42243320371972454,0.47957630316900346,0.4015960717299336,0.9897959183673468,0.07612267250821468,0.06922549691569568,0.01683052824529245,0.0
KV-NME001,0.42267490427386856,0.4795551013660811,0.40078192249468264,0.9897959183673468,0.08378970427163199,0.10349554489376285,0.03349441759706716,0.0
KV-NME001,0.42291236446750713,0.4795338995631588,0.39996777325943167,0.9897959183673468,0.09109163928441037,0.13776559287183002,0.05015830694884186,0.0
KV-NME001,0.42315406502165115,0.4795126977598415,0.399157864384781,0.9897959183673468,0.09529025191675794,0.13776559287183002,0.05015830694884186,0.0
KV-NME001,0.4233957655759927,0.47949149595691914,0.39834371514953004,0.9897959183673468,0.09090909090909091,0.13776559287183002,0.05015830694884186,0.0
KV-NME001,0.42363322576963125,0.47946605379349133,0.39752956591427907,0.9897959183673468,0.0792259948886455,0.13776559287183002,0.05015830694884186,0.0
KV-NME001,0.42387492632377527,0.479444851990569,0.39671541667902815,0.9897959183673468,0.0728368017524644,0.13776559287183002,0.05015830694884186,0.0
KV-NME001,0.42411238651741384,0.47942365018725175,0.39590550780437744,0.9897959183673468,0.07101131799926981,0.13776559287183002,0.05015830694884186,0.0
KV-NME001,0.42435408707155786,0.4794024483843294,0.39509135856912647,0.9897959183673468,0.0688207374954363,0.13776559287183002,0.05015830694884186,0.0
KV-NME001,0.42459154726519643,0.47937700622090157,0.39427720933387556,0.9897959183673468,0.06845564074479737,0.13776559287183002,0.05015830694884186,0.0
KV-NME001,0.42483324781934045,0.4793558044179792,0.3934630600986246,0.9897959183673468,0.06827309236947791,0.13776559287183002,0.05015830694884186,0.0
KV-NME001,0.425074948373682,0.479334602614662,0.3926531512239739,0.9897959183673468,0.06736035049288061,0.13776559287183002,0.05015830694884186,0.0
KV-NME001,0.4257915693151031,0.47926675684499453,0.390210703518221,0.9795918367346937,0.07338444687842278,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.42603326986924717,0.47924555504207217,0.38940079464357036,0.9795918367346937,0.0556772544724352,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.42627073006288574,0.4792328339605557,0.38858664540831944,0.9795918367346937,0.05494706097115736,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.42650819025652426,0.47921587251813885,0.3877724961730684,0.9795918367346937,0.05732018985031034,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.42674565045016283,0.4792031514362275,0.3869583469378175,0.9795918367346937,0.06122672508214677,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.42697887028309844,0.47919043035431613,0.3861441977025666,0.9795918367346937,0.09948886454910552,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.427216330476737,0.47917346891189927,0.3853300484673156,0.9795918367346937,0.051661190215407084,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.42745379067037553,0.4791607478299879,0.38451589923206464,0.9795918367346937,0.058415480102227094,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.42911177166514247,0.47906321953638714,0.3788126142247077,0.9489795918367346,0.12395034684191311,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.42934923185878104,0.4790504984544758,0.3779984649894568,0.9489795918367346,0.13106973347937204,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.42958669205222216,0.4790335370120589,0.3771843157542058,0.9489795918367346,0.1538882803943045,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.42982415224586074,0.47902081593054247,0.37637016651895483,0.9744897959183673,0.1308871851040526,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.43006161243949925,0.4790080948486311,0.3755560172837039,1.0,0.09675063891931363,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.4302948322726323,0.4789953737667197,0.37474186804845294,1.0,0.09656809054399416,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.43053229246607344,0.4789784123243029,0.37392771881320197,1.0,0.10040160642570281,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.430769752659712,0.47896569124239147,0.37311356957795105,1.0,0.08269441401971522,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.43100721285335053,0.478952970160875,0.3722994203427001,1.0,0.07740051113545089,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.4312446730469891,0.47893600871845815,0.3714852711074491,1.0,0.09382986491420227,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.4317195934342662,0.47891056655463543,0.3698569726369472,0.9183673469387754,0.20032858707557505,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.43195705362790476,0.478897845473119,0.36904282340169625,0.9183673469387754,0.08890105878057686,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.4321902734608404,0.4788808840307021,0.36822867416644534,0.9612244897959183,0.07685286600949252,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.43242773365447895,0.47886816294879075,0.36741452493119436,0.9897959183673468,0.10387002555677255,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.4326651938481175,0.4788512015063739,0.36660037569594345,0.9897959183673468,0.06736035049288061,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.43290265404175604,0.478825759342946,0.3657862264606925,0.9897959183673468,0.06736035049288061,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.4331401142353946,0.4788045575396288,0.3649720772254415,0.9897959183673468,0.0823293172690763,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.4333775744290332,0.47878335573670644,0.3641579279901906,0.9897959183673468,0.0575027382256298,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.4336107942619688,0.4787621539337841,0.36334377875493956,0.9897959183673468,0.07393209200438117,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.4338482544556073,0.47874095213086176,0.36252962951968865,0.9897959183673468,0.05575027382256298,0.06922549691569568,0.03349441759706716,0.0
KV-NME001,0.4340857146492459,0.4787197503279394,0.36171548028443773,0.9897959183673468,0.07466228550565901,0.06922549691569568,0.020996500583236127,0.0
KV-NME001,0.43432317484288446,0.4786943081641167,0.3609013310491867,0.9897959183673468,0.11774370208105148,0.06922549691569568,0.01683052824529245,0.0
KV-NME001,0.4345606350363255,0.4786731063611943,0.3600871818139358,0.9897959183673468,0.09583789704271632,0.06922549691569568,0.01683052824529245,0.0
KV-NME001,0.4347980952299641,0.478651904558272,0.35927727293928513,0.9897959183673468,0.11307046367287331,0.06922549691569568,0.01683052824529245,0.0
KV-NME001,0.4379020391894847,0.47829995462841834,0.34870181360222324,0.6428571428571428,0.1360460021905805,0.06922549691569568,0.01683052824529245,0.0
KV-NME001,0.43910630159989694,0.47813034020424977,0.34463954814716896,0.9387755102040816,0.08880978459291712,0.06922549691569568,0.01683052824529245,0.0
KV-NME001,0.44272756955253934,0.47758757404730523,0.3324569921426066,0.3571428571428571,0.12191310697334795,0.06922549691569568,0.01683052824529245,0.0
KV-NME001,0.4429692701066834,0.47754517044146055,0.33164708326795594,0.3571428571428571,0.08890105878057686,0.06922549691569568,0.01683052824529245,0.0
KV-NME001,0.4432152110215304,0.4775070071961213,0.3308371743933052,0.41632653061224484,0.06589996349032494,0.06922549691569568,0.01683052824529245,0.0
KV-NME001,0.44345691157587186,0.47746460358988174,0.33002302515805426,0.9489795918367346,0.06589996349032494,0.06922549691569568,0.01683052824529245,0.0
KV-NME001,0.44369861213001593,0.4774264403445425,0.3292131162834036,0.9489795918367346,0.07977364001460387,0.06922549691569568,0.01683052824529245,0.0
KV100,0.46031234496192674,0.7360078701095468,0.4473538029673973,0.8775510204081631,0.1860167944505294,0.20630568882796435,0.2501249791701383,0.0
KV100,0.4604607575827781,0.7360036297490413,0.446518451929145,0.5132653061224489,0.1964220518437386,0.20630568882796435,0.2501249791701383,0.0
KV100,0.46060917020382686,0.7359993893881409,0.4456831008908928,0.9397959183673468,0.2110149689667762,0.20630568882796435,0.21513081153141145,0.0
KV100,0.4610501677062703,0.7359951490276354,0.4431770477761359,0.9591836734693877,0.3471266885724717,0.06922549691569568,0.05299116813864356,0.0
KV100,0.46119858032731903,0.7359909086671299,0.44234169673788365,0.9591836734693877,0.48320554947060973,0.06922549691569568,0.01683052824529245,0.0
KV100,0.46134699294836784,0.7359909086671299,0.4415063456996313,0.9591836734693877,0.4028842643300475,0.06922549691569568,0.01683052824529245,0.0
