,omega
350,0.009905051
351,0.0015557085
352,0.0032150752
353,-0.0014909541
354,0.0025587007
355,-0.004336955
356,-0.0044337194
357,0.0030530067
358,-0.0024148906
359,-0.0054190117
360,0.008047223
361,0.005840594
362,0.004421234
363,0.005938377
364,-0.0075048776
365,-0.0028247582
366,0.008253531
367,0.007030328
368,-0.0034016431
369,-0.021105824
370,-0.009755015
371,-0.0034720188
372,-0.0012493203
373,-0.0008070384
374,4.0631392e-05
375,-0.0039447397
376,0.0041238815
377,-0.018957568
378,0.0018080365
379,-0.0032151958
380,0.0024478415
381,0.0019003185
382,0.0030240505
383,0.0019364784
384,0.005052611
385,-0.0010875812
386,-0.002726736
387,0.0060523083
388,0.00032574497
389,0.00033430313
390,0.00084167765
391,-0.0010971937
392,-0.0006294349
393,0.0003860623
394,0.003329713
395,-0.0031183874
396,0.0015579303
397,0.007643982
398,0.0029733852
399,0.0010645845
400,6.636686e-05
401,-0.0060271323
402,-0.0018789843
403,-0.03722132
404,0.000718773
405,-0.014590143
406,0.00053162617
407,-0.00014945061
408,0.0054878495
409,0.0062492015
410,-0.0086008655
411,-0.009774233
412,0.004776244
413,-0.0022727936
414,-0.0139201665
415,-0.004800448
416,0.0013821997
417,0.0024388083
418,0.0019369144
419,0.008475876
420,-0.00090942555
421,0.0014672515
422,-0.020320794
423,-0.005111086
424,-0.00010446471
425,-0.010065665
426,0.0015601615
427,-0.0021885203
428,-0.0051050102
429,0.00027683936
430,-0.0007958712
431,0.0013432294
432,-0.00142778
433,-0.00088068715
434,0.0016666866
435,-0.019558776
436,0.0038887947
437,0.00924218
438,0.0002597809
439,-0.0125899445
440,-0.013258277
441,0.007711422
442,0.0044983914
443,-0.018951885
444,-0.0020306893
445,0.007842106
446,0.0055766553
447,-0.00997461
448,-0.010933151
449,-0.013540962
450,0.0033650366
451,-0.008981006
452,-0.0027636623
453,0.0053877076
454,-0.015492039
455,-0.0024075853
456,0.00048504886
457,0.0016095275
458,-0.0033916966
459,-0.0023774472
460,0.002455704
461,0.017333752
462,0.00030359672
463,0.0054408037
464,-0.002190228
465,0.0062105837
466,-0.0036556441
467,0.003882574
468,0.0033908887
469,0.0013536552
470,0.0073394203
471,-0.0025200504
472,-0.0014796419
473,0.0061892443
474,1.6247039e-05
475,0.0066023944
476,0.0021757786
477,0.0013690471
478,-0.00286975
479,0.00033986405
480,-0.0015130802
481,-0.0044342238
482,-0.042158023
483,-0.0019549397
484,0.0018120981
485,-0.002510196
486,0.006700919
487,0.0029123935
488,0.0076917787
489,-0.000633883
490,-0.0006516692
491,-5.8592996e-05
492,-0.014903379
493,0.0046148277
494,0.0011153704
495,0.0019562459
496,-0.0011447493
497,-0.00074063626
498,-0.001672527
499,0.0007666575
500,0.0043903627
501,-0.0034276983
502,0.003555153
503,0.0040475666
504,0.010303716
505,-0.0051368303
506,-0.0026215296
507,-0.0043094493
508,-0.010629877
509,0.0035110898
510,0.0020294697
511,-0.0064292797
512,0.0019539418
513,-0.0021547687
514,-0.0010483628
515,0.0023203834
516,-0.0026460576
517,0.0025018295
518,0.009367478
519,0.0011920667
520,-0.000105387415
521,0.0036094924
522,-0.007835028
523,-0.009682245
