Name,X,Y,Z,Density_gcm3,RQD_Pct,Cr_ppm,CP_Total,PO_Total,PY_Total
KV322,3499219.06,7511446.52,67.21,3.07,69.44,918.0,0.1,0.2,0.0
KV322,3499219.72,7511446.47,65.32,3.05,69.44,729.0,0.1,0.2,0.0
KV322,3499220.38,7511446.42,63.44,3.04,69.44,749.0,0.1,0.2,0.0
KV322,3499221.04,7511446.37,61.55,3.08,69.44,939.0,0.1,0.2,0.0
KV322,3499221.7,7511446.32,59.66,3.08,80.74,926.0,0.1,0.2,0.0
KV322,3499222.36,7511446.27,57.77,3.21,94.87,845.8,0.21,0.63,0.0
KV322,3499223.01,7511446.22,55.89,3.21,94.87,252.0,0.3,0.7,0.0
KV322,3499223.67,7511446.17,54.0,3.13,94.87,764.0,0.5,0.7,0.0
KV322,3499224.33,7511446.12,52.11,3.12,94.87,646.0,0.5,0.7,0.0
KV322,3499224.99,7511446.07,50.22,3.12,94.87,803.0,0.5,0.7,0.0
KV322,3499225.65,7511446.02,48.34,3.1,94.87,687.0,0.5,0.7,0.0
KV322,3499226.31,7511445.97,46.45,3.21,94.87,573.0,0.5,0.7,0.0
KV322,3499226.97,7511445.92,44.56,3.26,94.87,280.8,0.18,0.3,0.0
KV322,3499227.63,7511445.87,42.67,3.28,94.87,180.0,0.1,0.2,0.0
KV322,3499228.29,7511445.82,40.79,3.23,94.87,250.5,0.1,0.2,0.0
KV322,3499228.95,7511445.77,38.9,3.11,65.98,561.9,0.1,0.2,0.0
KV322,3499229.61,7511445.72,37.01,3.08,63.64,762.0,0.1,0.2,0.0
KV322,3499230.27,7511445.67,35.12,3.2,63.64,760.0,0.1,0.2,0.0
KV322,3499238.93,7511445.02,10.62,3.21,91.93,296.0,0.2,0.3,0.0
KV322,3499239.59,7511444.97,8.73,3.24,97.74,296.02,0.22,0.35,0.0
KV322,3499240.26,7511444.92,6.85,3.24,99.19,262.0,0.5,1.0,0.0
KV322,3499240.93,7511444.87,4.96,3.17,99.19,416.0,0.5,1.0,0.0
KV322,3499241.59,7511444.82,3.08,3.13,51.38,540.8,0.26,0.52,0.0
KV322,3499242.26,7511444.77,1.19,3.17,37.5,732.0,0.1,0.2,0.0
KV322,3499242.93,7511444.72,-0.69,3.19,94.7,154.0,0.1,0.2,0.0
KV322,3499243.6,7511444.66,-2.58,3.09,94.94,507.38,0.1,0.2,0.0
KV322,3499244.26,7511444.61,-4.46,3.02,90.32,929.0,0.1,0.2,0.0
KV322,3499244.93,7511444.56,-6.35,3.01,90.32,810.5,0.1,0.2,0.0
KV322,3499245.6,7511444.51,-8.23,3.02,90.32,784.0,0.1,0.2,0.0
KV322,3499246.26,7511444.46,-10.12,3.06,90.32,847.5,0.1,0.2,0.0
KV322,3499246.93,7511444.41,-12.0,3.05,90.32,845.0,0.1,0.2,0.0
KV322,3499247.6,7511444.36,-13.89,3.07,90.32,849.0,0.1,0.2,0.0
KV322,3499248.27,7511444.31,-15.77,3.03,90.32,909.0,0.1,0.2,0.0
KV322,3499250.27,7511444.16,-21.42,3.1,81.39,915.55,0.1,0.3,0.0
KV322,3499250.93,7511444.11,-23.31,3.1,80.67,881.0,0.1,0.3,0.0
KV322,3499251.6,7511444.06,-25.19,3.01,80.67,950.0,0.1,0.3,0.0
KV322,3499252.94,7511443.96,-28.96,3.08,80.67,737.6,0.1,0.2,0.0
KV322,3499253.6,7511443.91,-30.85,3.13,80.67,815.03,0.12,0.61,0.0
KV322,3499254.27,7511443.86,-32.73,3.12,82.19,764.13,0.18,1.6,0.0
KV322,3499254.94,7511443.81,-34.62,3.11,92.85,705.8,0.16,0.26,0.0
KV322,3499255.6,7511443.76,-36.5,3.1,92.85,806.5,0.2,0.3,0.0
KV322,3499256.27,7511443.71,-38.39,3.23,92.85,679.47,0.2,2.06,0.0
KV322,3499258.94,7511443.51,-45.93,3.22,92.85,535.85,0.2,2.89,0.0
KV322,3499259.61,7511443.46,-47.81,3.22,92.85,774.0,0.2,3.0,0.0
KV322,3499260.27,7511443.41,-49.7,3.05,92.85,627.72,0.2,3.0,0.0
KV322,3499260.94,7511443.36,-51.58,3.03,92.85,332.0,0.2,3.0,0.0
KV322,3499261.61,7511443.31,-53.47,3.16,92.85,814.0,0.2,3.0,0.0
KV322,3499262.28,7511443.26,-55.35,2.88,92.85,679.33,0.4,2.78,0.0
KV322,3499262.94,7511443.21,-57.24,3.18,91.16,392.27,0.33,0.89,0.0
KV322,3499263.61,7511443.16,-59.12,3.15,84.41,1070.0,0.2,0.5,0.0
KV322,3499264.28,7511443.11,-61.0,3.24,84.41,1100.0,0.2,0.5,0.0
KV322,3499264.94,7511443.06,-62.89,3.37,90.18,747.0,0.2,1.1,0.0
KV322,3499265.61,7511443.01,-64.77,3.32,96.56,351.83,0.18,2.11,0.0
KV322,3499266.28,7511442.95,-66.66,3.29,96.56,517.75,0.19,2.39,0.0
KV322,3499266.96,7511442.89,-68.54,3.36,96.56,504.75,0.5,2.0,0.0
KV322,3499267.64,7511442.83,-70.42,3.35,96.56,388.55,0.36,1.48,0.0
KV322,3499268.31,7511442.77,-72.3,3.29,96.56,168.0,0.1,0.5,0.0
KV322,3499268.99,7511442.71,-74.18,3.11,98.88,424.4,0.1,0.5,0.0
KV322,3499269.67,7511442.65,-76.06,3.17,100.0,866.0,0.1,0.5,0.0
KV322,3499270.34,7511442.59,-77.94,3.09,100.0,933.15,0.1,0.46,0.0
KV322,3499276.43,7511442.04,-94.87,3.25,84.72,981.17,0.5,2.0,0.0
KV322,3499277.11,7511441.97,-96.76,3.22,96.99,810.8,0.5,2.0,0.0
KV322,3499277.79,7511441.91,-98.63,3.23,96.99,915.25,0.49,1.96,0.0
KV322,3499278.48,7511441.85,-100.51,3.22,90.88,745.67,0.17,0.62,0.0
KV322,3499279.17,7511441.79,-102.39,3.29,89.22,609.5,0.15,0.4,0.0
KV322,3499279.85,7511441.72,-104.27,3.27,93.71,292.0,0.3,1.0,0.0
KV322,3499280.54,7511441.66,-106.14,3.27,93.71,426.5,0.3,1.0,0.0
KV322,3499281.22,7511441.6,-108.02,3.19,93.71,516.5,0.3,1.0,0.0
KV322,3499293.57,7511440.47,-141.82,3.13,94.22,677.65,0.2,0.69,0.0
KV322,3499294.26,7511440.41,-143.7,3.21,91.61,835.0,0.2,1.0,0.0
KV322,3499294.94,7511440.34,-145.57,3.25,91.61,822.0,0.2,1.0,0.0
KV322,3499295.63,7511440.28,-147.45,3.31,91.61,729.0,0.2,1.0,0.0
KV322,3499296.32,7511440.22,-149.33,3.31,91.61,517.0,0.2,1.0,0.0
KV322,3499297.0,7511440.15,-151.21,3.26,91.61,618.0,0.2,1.0,0.0
KV322,3499297.69,7511440.09,-153.08,3.29,91.61,846.0,0.2,1.0,0.0
KV322,3499298.37,7511440.03,-154.96,3.32,91.61,909.0,0.2,1.0,0.0
KV322,3499299.06,7511439.97,-156.84,3.43,91.61,847.5,0.2,1.0,0.0
KV322,3499299.74,7511439.9,-158.72,3.27,91.61,1651.32,0.28,1.34,0.0
KV322,3499300.43,7511439.84,-160.59,3.38,91.61,670.5,0.5,2.0,0.0
KV322,3499301.12,7511439.78,-162.47,3.31,91.61,488.5,0.5,2.0,0.0
KV322,3499301.8,7511439.72,-164.35,3.32,91.33,476.0,0.5,2.0,0.0
KV322,3499302.49,7511439.65,-166.23,3.35,80.39,569.5,0.5,2.0,0.0
KV322,3499303.17,7511439.59,-168.1,3.3,80.39,499.5,0.5,2.0,0.0
KV322,3499303.86,7511439.53,-169.98,3.35,80.39,559.0,0.5,2.0,0.0
KV322,3499304.55,7511439.46,-171.86,3.31,80.39,678.5,0.5,2.0,0.0
KV322,3499305.23,7511439.4,-173.74,3.24,80.39,742.88,0.41,1.58,0.0
KV322,3499305.92,7511439.34,-175.62,3.23,80.39,824.5,0.3,1.0,0.0
KV322,3499306.6,7511439.28,-177.49,3.18,80.39,802.5,0.3,1.0,0.0
KV322,3499307.29,7511439.21,-179.37,3.21,85.29,844.0,0.3,1.0,0.0
KV322,3499307.98,7511439.15,-181.25,3.23,100.0,907.0,0.3,1.0,0.0
KV322,3499308.66,7511439.09,-183.13,3.25,100.0,950.5,0.3,1.0,0.0
KV322,3499309.35,7511439.03,-185.0,3.23,100.0,1040.0,0.3,1.0,0.0
KV322,3499310.03,7511438.96,-186.88,3.07,100.0,1115.0,0.3,1.0,0.0
KV322,3499310.72,7511438.9,-188.76,3.09,100.0,1040.0,0.3,1.0,0.0
KV322,3499312.09,7511438.77,-192.51,3.42,0.0,949.35,0.2,0.93,0.0
KV322,3499312.78,7511438.71,-194.39,3.19,0.0,420.65,0.27,0.64,0.0
KV322,3499313.46,7511438.65,-196.27,3.11,0.0,497.5,0.23,0.39,0.0
KV322,3499314.15,7511438.59,-198.15,3.15,0.0,952.38,0.1,0.2,0.0
KV322,3499314.84,7511438.52,-200.02,3.27,0.0,931.88,0.1,0.2,0.0
KV322,3499315.52,7511438.45,-201.9,3.22,0.0,869.13,0.25,0.88,0.0
KV322,3499316.21,7511438.38,-203.78,3.24,0.0,694.0,0.5,2.0,0.0
KV322,3499316.9,7511438.31,-205.65,3.35,0.0,799.0,0.5,2.0,0.0
KV322,3499317.59,7511438.24,-207.53,3.2,0.0,719.5,0.5,2.0,0.0
KV322,3499318.27,7511438.16,-209.41,3.14,0.0,753.25,0.49,1.93,0.0
KV322,3499318.96,7511438.09,-211.28,3.15,0.0,1058.75,0.38,1.19,0.0
KV322,3499319.65,7511438.02,-213.16,3.18,0.0,813.6,0.42,2.4,0.0
KV322,3499320.34,7511437.95,-215.04,3.23,0.0,1120.0,0.5,2.0,0.0
KV322,3499321.03,7511437.88,-216.91,3.25,0.0,971.5,0.5,2.0,0.0
KV322,3499321.71,7511437.81,-218.79,3.25,0.0,996.5,0.5,2.0,0.0
KV322,3499322.4,7511437.74,-220.67,3.2,0.0,1190.0,0.5,2.0,0.0
KV322,3499323.09,7511437.66,-222.54,3.14,0.0,1175.0,0.5,2.0,0.0
KV322,3499323.78,7511437.59,-224.42,3.16,0.0,786.4,0.5,1.85,0.0
KV322,3499324.46,7511437.52,-226.3,3.22,0.0,825.7,0.5,1.34,0.0
KV322,3499325.15,7511437.45,-228.17,3.23,0.0,785.0,0.5,1.5,0.0
KV322,3499325.84,7511437.38,-230.05,3.28,0.0,804.0,0.5,1.5,0.0
KV322,3499326.53,7511437.31,-231.93,3.27,0.0,1190.0,0.5,1.5,0.0
KV322,3499327.22,7511437.23,-233.8,3.28,0.0,1170.0,0.5,1.5,0.0
KV322,3499327.9,7511437.16,-235.68,3.27,0.0,954.31,0.75,2.35,0.0
KV322,3499328.59,7511437.09,-237.56,3.2,0.0,87.34,1.88,6.85,0.0
KV322,3499329.28,7511437.02,-239.43,3.21,0.0,362.24,0.5,2.55,0.0
KV322,3499329.97,7511436.95,-241.31,3.22,0.0,1027.5,0.5,1.5,0.0
KV322,3499330.65,7511436.88,-243.19,3.21,0.0,1022.5,0.5,1.5,0.0
KV322,3499331.34,7511436.8,-245.06,3.2,0.0,1130.0,0.5,1.5,0.0
KV322,3499332.03,7511436.73,-246.94,3.22,0.0,1042.0,0.5,1.5,0.0
KV322,3499332.73,7511436.64,-248.81,3.25,0.0,1052.0,0.5,1.5,0.0
KV322,3499333.43,7511436.56,-250.68,3.26,0.0,1078.5,0.5,1.5,0.0
KV322,3499334.13,7511436.47,-252.56,3.19,0.0,974.5,0.5,1.5,0.0
KV322,3499334.83,7511436.39,-254.43,3.12,0.0,996.0,0.5,1.5,0.0
KV322,3499335.53,7511436.3,-256.3,3.14,0.0,757.0,0.35,1.0,0.0
KV322,3499336.23,7511436.22,-258.17,3.11,0.0,586.5,0.2,0.5,0.0
KV322,3499336.92,7511436.13,-260.04,3.17,0.0,784.5,0.2,0.5,0.0
KV322,3499337.62,7511436.05,-261.92,3.23,0.0,1000.0,0.2,0.5,0.0
KV322,3499338.32,7511435.96,-263.79,3.26,0.0,968.5,0.2,0.5,0.0
KV322,3499339.02,7511435.88,-265.66,3.24,0.0,719.5,0.2,0.5,0.0
KV322,3499339.72,7511435.79,-267.53,3.29,0.0,691.0,0.2,0.5,0.0
KV322,3499340.42,7511435.71,-269.4,3.28,0.0,781.5,0.2,0.5,0.0
KV322,3499341.12,7511435.62,-271.28,3.19,0.0,789.5,0.2,0.5,0.0
KV322,3499341.81,7511435.54,-273.15,3.22,0.0,724.0,0.2,0.5,0.0
KV322,3499342.51,7511435.45,-275.02,3.24,0.0,590.5,0.2,0.5,0.0
KV322,3499343.21,7511435.37,-276.89,3.2,0.0,625.0,0.2,0.5,0.0
KV322,3499343.91,7511435.28,-278.77,3.27,0.0,660.25,0.28,1.25,0.0
KV322,3499344.61,7511435.2,-280.64,3.29,0.0,538.5,0.3,1.5,0.0
KV322,3499345.32,7511435.11,-282.5,3.3,0.0,782.5,0.3,1.5,0.0
KV322,3499346.04,7511435.02,-284.37,3.28,0.0,782.0,0.3,1.5,0.0
KV322,3499346.75,7511434.93,-286.24,3.2,0.0,741.0,0.3,1.5,0.0
KV322,3499347.46,7511434.84,-288.1,3.1,0.0,985.0,0.3,1.5,0.0
KV322,3499348.18,7511434.74,-289.97,3.17,0.0,1095.0,0.3,1.5,0.0
KV322,3499348.89,7511434.65,-291.83,3.18,0.0,870.45,0.11,0.52,0.0
KV322,3499349.61,7511434.56,-293.7,3.16,0.0,1237.0,0.44,1.18,0.0
KV322,3499350.32,7511434.47,-295.57,3.17,0.0,1020.0,0.5,1.3,0.0
KV322,3499351.03,7511434.38,-297.43,3.23,0.0,877.0,0.5,1.3,0.0
KV322,3499351.75,7511434.29,-299.3,3.1,0.0,806.0,0.5,1.3,0.0
KV322,3499352.46,7511434.2,-301.16,3.39,0.0,1340.0,0.5,1.3,0.0
KV322,3499353.18,7511434.11,-303.03,3.36,0.0,853.2,0.45,1.48,0.0
KV322,3499353.89,7511434.02,-304.9,3.35,0.0,460.0,0.3,2.0,0.0
KV322,3499354.6,7511433.93,-306.76,3.35,0.0,385.5,0.3,2.0,0.0
KV322,3499355.32,7511433.84,-308.63,3.2,0.0,461.0,0.3,2.0,0.0
KV322,3499356.03,7511433.75,-310.49,3.19,0.0,534.5,0.3,2.0,0.0
KV322,3499356.74,7511433.66,-312.36,3.14,0.0,650.33,0.24,1.14,0.0
KV322,3499357.46,7511433.57,-314.23,3.2,0.0,1100.0,0.2,0.5,0.0
KV322,3499358.17,7511433.48,-316.09,3.16,0.0,791.0,0.2,0.5,0.0
KV322,3499358.89,7511433.39,-317.96,3.21,0.0,870.0,0.2,0.5,0.0
KV322,3499359.6,7511433.3,-319.82,3.19,0.0,854.0,0.2,0.5,0.0
KV322,3499360.31,7511433.21,-321.69,3.17,0.0,861.0,0.2,0.5,0.0
KV322,3499361.03,7511433.11,-323.55,3.15,0.0,1230.0,0.2,0.5,0.0
KV322,3499361.76,7511433.02,-325.42,3.2,0.0,1460.0,0.2,0.5,0.0
KV322,3499362.48,7511432.92,-327.28,3.21,0.0,1430.0,0.2,0.5,0.0
KV322,3499363.21,7511432.83,-329.14,3.24,0.0,1190.0,0.2,0.5,0.0
KV322,3499363.93,7511432.73,-331.0,3.17,0.0,1240.0,0.2,0.5,0.0
KV322,3499364.66,7511432.63,-332.86,3.24,0.0,1250.0,0.2,0.5,0.0
KV322,3499365.38,7511432.54,-334.72,3.34,0.0,1125.0,0.2,0.5,0.0
KV322,3499366.11,7511432.44,-336.59,3.31,0.0,1139.0,0.27,1.2,0.0
KV322,3499366.83,7511432.35,-338.45,3.29,0.0,757.4,0.3,1.5,0.0
KV322,3499367.56,7511432.25,-340.31,3.24,0.0,526.75,0.13,0.45,0.0
KV322,3499368.28,7511432.16,-342.17,3.31,100.0,535.0,0.1,0.3,0.0
KV322,3499369.0,7511432.06,-344.03,3.3,100.0,698.0,0.1,0.3,0.0
KV322,3499369.73,7511431.96,-345.89,3.3,100.0,254.0,0.1,0.3,0.0
KV322,3499370.45,7511431.87,-347.76,3.34,100.0,0.0,0.1,0.3,0.0
KV322,3499371.18,7511431.77,-349.62,3.36,100.0,0.0,0.1,0.3,0.0
KV322,3499371.9,7511431.68,-351.48,3.18,100.0,0.0,0.1,0.3,0.0
KV322,3499372.63,7511431.58,-353.34,3.11,100.0,0.0,0.1,0.3,0.0
KV322,3499419.53,7511425.24,-472.27,3.14,97.11,248.0,0.2,0.5,0.0
KV322,3499420.27,7511425.14,-474.12,3.36,97.11,198.0,0.2,0.4,0.0
KV322,3499428.35,7511423.96,-494.55,3.38,0.0,703.0,0.2,0.5,0.0
KV322,3499429.09,7511423.86,-496.41,3.3,0.0,346.5,0.2,0.5,0.0
KV322,3499429.82,7511423.75,-498.27,3.27,0.0,200.5,0.2,0.5,0.0
KV322,3499430.56,7511423.64,-500.12,3.23,0.0,378.0,0.2,0.5,0.0
KV322,3499431.29,7511423.54,-501.98,3.26,0.0,771.0,0.2,0.5,0.0
KV322,3499432.03,7511423.43,-503.84,3.21,0.0,734.1,0.2,0.42,0.0
KV323,3499297.94,7511649.86,176.89,3.11,97.38,242.6,0.3,0.5,0.0
KV323,3499298.56,7511649.85,174.99,3.26,98.41,180.88,0.17,0.3,0.0
KV323,3499299.18,7511649.84,173.09,3.22,87.25,473.0,0.6,0.8,0.0
KV323,3499299.81,7511649.83,171.19,3.13,75.45,651.6,0.22,0.33,0.0
KV323,3499300.43,7511649.82,169.29,2.99,69.77,924.0,0.2,0.3,0.0
KV323,3499301.05,7511649.81,167.39,3.02,77.58,323.0,0.2,0.3,0.0
KV323,3499301.67,7511649.8,165.48,3.08,94.56,278.75,0.2,0.3,0.0
KV323,3499302.29,7511649.79,163.58,3.22,94.56,287.5,0.2,0.2,0.0
KV323,3499316.02,7511649.45,121.78,3.15,96.41,532.9,0.5,2.0,0.0
KV323,3499316.65,7511649.42,119.88,3.19,89.01,630.1,0.5,2.0,0.0
KV323,3499317.28,7511649.4,117.99,3.09,82.31,697.6,0.5,2.0,0.0
KV323,3499317.91,7511649.37,116.09,3.12,82.31,656.5,0.5,2.0,0.0
KV323,3499318.53,7511649.35,114.19,3.2,96.92,653.0,0.5,1.28,0.0
KV323,3499322.93,7511649.17,100.9,3.15,99.02,171.0,0.1,0.1,0.0
KV323,3499343.01,7511648.35,40.14,3.13,92.35,442.3,0.2,0.32,0.0
KV323,3499343.64,7511648.32,38.24,3.29,96.28,203.8,0.2,0.5,0.0
KV323,3499344.27,7511648.3,36.34,3.34,96.28,140.65,0.2,0.5,0.0
KV323,3499344.9,7511648.27,34.44,3.33,96.28,203.8,0.2,0.38,0.0
KV323,3499374.53,7511647.66,-56.87,3.35,99.11,131.0,1.5,2.5,0.0
KV323,3499375.15,7511647.67,-58.77,3.45,99.11,119.0,1.5,2.5,0.0
KV323,3499375.77,7511647.67,-60.67,3.44,99.11,126.5,1.5,2.5,0.0
KV323,3499376.38,7511647.68,-62.57,3.45,99.11,129.5,1.5,2.5,0.0
KV323,3499377.0,7511647.69,-64.48,3.42,99.11,150.0,1.5,2.5,0.0
KV323,3499377.62,7511647.69,-66.38,3.43,97.83,172.5,1.5,2.5,0.0
KV323,3499378.24,7511647.7,-68.28,3.41,87.5,178.5,1.5,2.5,0.0
KV323,3499378.86,7511647.71,-70.18,3.34,87.5,499.2,1.1,2.5,0.0
KV323,3499379.47,7511647.71,-72.08,3.37,98.94,174.45,1.67,2.5,0.0
KV323,3499380.08,7511647.73,-73.99,3.42,100.0,192.58,1.7,2.5,0.0
KV323,3499380.68,7511647.75,-75.9,3.39,100.0,208.5,1.7,2.5,0.0
KV323,3499381.29,7511647.76,-77.8,3.38,100.0,197.5,1.7,2.5,0.0
KV323,3499381.89,7511647.78,-79.71,3.39,100.0,255.0,1.7,2.5,0.0
KV323,3499382.5,7511647.8,-81.62,3.07,82.56,521.85,1.02,2.01,0.0
KV323,3499383.1,7511647.82,-83.52,3.24,82.11,342.6,1.0,2.0,0.0
KV323,3499383.71,7511647.83,-85.43,3.1,82.11,375.45,0.69,1.4,0.0
KV323,3499384.31,7511647.85,-87.33,3.2,82.11,410.0,0.1,0.3,0.0
KV323,3499384.92,7511647.87,-89.24,3.19,82.11,372.0,0.1,0.3,0.0
KV323,3499385.52,7511647.89,-91.15,3.15,82.11,290.35,0.1,0.25,0.0
KV323,3499386.13,7511647.9,-93.05,3.31,82.5,121.5,0.1,0.2,0.0
KV323,3499386.73,7511647.92,-94.96,3.29,89.85,122.0,0.1,0.2,0.0
KV323,3499387.34,7511647.94,-96.87,3.34,97.67,110.0,0.1,0.2,0.0
KV323,3499387.95,7511647.96,-98.77,3.36,83.32,163.5,0.1,0.2,0.0
KV323,3499388.55,7511647.97,-100.68,3.35,92.07,215.5,0.1,0.2,0.0
KV323,3499389.16,7511647.99,-102.58,3.34,97.83,191.0,0.1,0.2,0.0
KV323,3499389.76,7511648.01,-104.49,3.37,97.83,154.8,0.46,0.98,0.0
KV323,3499390.37,7511648.02,-106.4,3.4,97.83,154.93,0.7,1.5,0.0
KV323,3499390.97,7511648.04,-108.3,3.45,97.83,106.99,0.57,1.31,0.0
KV323,3499391.58,7511648.06,-110.21,3.4,96.61,197.95,0.5,1.2,0.0
KV323,3499392.18,7511648.08,-112.11,3.34,93.77,298.0,0.5,1.2,0.0
KV323,3499392.79,7511648.09,-114.02,3.38,93.77,408.0,0.5,1.2,0.0
KV323,3499393.39,7511648.11,-115.93,3.32,93.77,824.8,0.5,1.2,0.0
KV323,3499394.0,7511648.13,-117.83,3.36,93.77,559.05,0.37,1.11,0.0
KV323,3499394.6,7511648.15,-119.74,3.37,93.77,370.0,0.2,1.0,0.0
KV323,3499395.21,7511648.16,-121.65,3.37,96.26,415.45,0.2,1.0,0.0
KV323,3499395.81,7511648.18,-123.55,3.34,97.0,282.3,0.12,0.57,0.0
KV323,3499396.42,7511648.2,-125.46,3.34,97.0,214.0,0.1,0.5,0.0
KV323,3499397.02,7511648.22,-127.36,3.37,97.0,135.5,0.1,0.5,0.0
KV323,3499398.84,7511648.27,-133.08,3.28,91.53,380.35,0.1,0.36,0.0
KV323,3499399.44,7511648.29,-134.99,3.33,98.09,257.85,0.1,0.5,0.0
KV323,3499400.05,7511648.3,-136.89,3.27,100.0,286.0,0.1,0.5,0.0
KV323,3499400.65,7511648.32,-138.8,3.34,100.0,301.15,0.1,0.47,0.0
KV323,3499403.68,7511648.41,-148.33,3.38,100.0,165.4,0.1,0.36,0.0
KV323,3499404.28,7511648.42,-150.24,3.41,99.62,147.2,0.1,0.4,0.0
KV323,3499404.89,7511648.44,-152.14,3.37,93.39,206.27,0.1,0.34,0.0
KV323,3499407.31,7511648.54,-159.77,3.37,100.0,290.0,0.1,0.3,0.0
KV323,3499407.92,7511648.56,-161.67,3.3,99.18,449.5,0.1,0.3,0.0
KV323,3499408.52,7511648.59,-163.58,3.3,99.05,240.45,0.1,0.3,0.0
KV323,3499413.37,7511648.83,-178.83,3.32,100.0,133.5,0.1,0.24,0.0
KV323,3499428.46,7511649.93,-226.48,3.33,100.0,100.45,0.1,0.3,0.0
KV323,3499431.51,7511650.16,-236.0,3.39,100.0,96.0,0.2,0.57,0.0
KV323,3499432.12,7511650.21,-237.91,3.45,100.0,95.66,0.2,0.8,0.0
KV323,3499462.69,7511652.42,-333.09,3.04,80.18,416.09,0.1,0.1,0.0
KV323,3499463.31,7511652.46,-334.99,2.82,69.36,171.27,0.1,0.1,0.0
KV323,3499463.92,7511652.51,-336.9,2.99,99.51,258.9,0.1,0.1,0.0
KV323,3499469.44,7511652.88,-354.03,3.05,78.66,0.0,0.1,0.1,0.0
KV323,3499477.42,7511653.42,-378.77,3.03,100.0,168.63,0.1,0.5,0.0
KV323,3499507.74,7511655.03,-476.14,3.15,87.19,1120.0,0.2,1.0,0.0
KV324,3499508.65,7511749.79,176.03,3.19,95.85,192.55,0.1,0.63,0.0
KV324,3499509.42,7511749.78,174.18,3.22,95.85,138.45,0.1,0.8,0.0
KV324,3499521.06,7511749.78,146.53,3.07,96.44,640.75,0.1,0.94,0.0
KV324,3499521.84,7511749.78,144.69,3.05,96.84,565.0,0.1,1.0,0.0
KV324,3499522.62,7511749.78,142.85,3.09,96.84,666.67,0.1,1.0,0.0
KV324,3499554.44,7511749.99,67.27,3.21,99.43,157.82,0.1,0.28,0.0
KV324,3499566.02,7511750.14,39.6,3.21,99.43,136.13,0.4,1.3,0.0
KV324,3499566.81,7511750.17,37.76,3.23,99.43,142.8,0.46,1.72,0.0
KV324,3499567.59,7511750.19,35.92,3.21,99.43,133.6,0.5,2.0,0.0
KV324,3499568.37,7511750.22,34.08,3.21,99.43,149.15,0.5,2.0,0.0
KV324,3499611.75,7511752.23,-66.98,3.1,96.86,411.5,0.1,0.9,0.0
KV324,3499612.57,7511752.28,-68.8,3.05,94.55,568.5,0.1,0.9,0.0
KV324,3499613.39,7511752.33,-70.63,3.1,94.55,603.0,0.1,0.9,0.0
KV324,3499614.21,7511752.39,-72.45,3.13,94.55,462.5,0.1,0.9,0.0
KV324,3499615.03,7511752.44,-74.27,3.19,94.55,360.0,0.1,0.9,0.0
KV324,3499615.86,7511752.49,-76.09,3.09,94.55,440.0,0.1,0.9,0.0
KV324,3499622.46,7511752.9,-90.66,3.1,96.7,518.0,0.1,0.46,0.0
KV324,3499623.32,7511752.94,-92.47,3.03,94.26,769.0,0.1,0.5,0.0
KV324,3499624.17,7511752.98,-94.27,3.04,94.26,796.0,0.1,0.5,0.0
KV324,3499625.03,7511753.02,-96.08,3.06,94.26,709.25,0.1,0.49,0.0
KV324,3499640.7,7511753.72,-128.48,3.14,98.56,301.0,0.2,0.3,0.0
KV324,3499641.58,7511753.75,-130.28,3.11,98.56,469.5,0.2,0.3,0.0
KV324,3499642.47,7511753.79,-132.07,3.14,98.56,578.0,0.2,0.3,0.0
KV324,3499643.35,7511753.83,-133.86,3.15,98.56,536.75,0.16,0.39,0.0
KV324,3499644.23,7511753.87,-135.66,3.19,98.56,173.95,0.1,0.5,0.0
KV324,3499651.38,7511754.13,-149.97,3.2,98.56,236.95,0.1,0.35,0.0
KV324,3499704.55,7511755.07,-255.3,2.77,97.37,18.85,0.1,0.15,0.0
KV324,3499710.88,7511755.06,-267.79,2.82,43.31,171.88,0.2,0.4,0.0
KV324,3499712.69,7511755.01,-271.36,2.84,75.72,48.18,0.2,0.4,0.0
KV34,3499085.46,7512200.9,-27.8,3.5,0.0,390.0,4.0,5.0,0.0
KV350,3498294.29,7511783.41,176.4,3.93,0.0,33.2,0.0,0.0,0.2
KV350,3498308.12,7511782.03,95.59,3.16,0.0,43.24,0.1,1.14,0.0
KV350,3498334.38,7511788.94,-39.64,3.16,0.0,637.6,0.0,0.3,0.1
KV350,3498334.82,7511789.12,-41.58,3.17,0.0,563.35,0.0,0.1,0.1
KV350,3498335.26,7511789.3,-43.52,3.14,0.0,363.6,0.0,0.1,0.1
KV350,3498335.69,7511789.48,-45.47,3.15,0.0,313.7,0.0,0.1,0.1
KV350,3498336.13,7511789.66,-47.41,2.95,0.0,216.2,0.0,0.1,0.1
KV350,3498336.57,7511789.84,-49.35,2.74,0.0,74.84,0.16,0.35,0.0
KV350,3498337.01,7511790.02,-51.3,2.93,0.0,69.12,0.2,0.5,0.0
KV350,3498344.0,7511792.88,-82.39,3.17,0.0,181.92,0.0,1.7,0.0
KV361,3498899.56,7511731.78,198.27,3.92,84.84,461.0,0.3,0.1,0.0
KV361,3498899.79,7511730.75,194.42,4.05,83.16,371.27,0.2,0.3,0.0
KV361,3498899.91,7511730.23,192.49,3.68,83.16,379.0,0.2,0.3,0.0
KV361,3498900.03,7511729.71,190.56,3.9,83.16,362.0,0.2,0.3,0.0
KV361,3498900.15,7511729.19,188.63,3.82,87.23,240.08,0.24,0.28,0.0
