,omega
366,0.0002517671
367,-0.003335624
368,-0.015702954
369,0.00019844127
370,0.005523382
371,-0.014645156
372,0.04402985
373,-0.017201083
374,-0.012818994
375,0.01225225
376,-0.011023763
377,0.0074952184
378,0.013898754
379,-0.007878105
380,0.009049142
381,-0.002998836
382,-0.0022195051
383,-0.0026926836
384,-0.03205805
385,0.0049628187
386,-0.008456988
387,-0.00701694
388,-0.02552224
389,-0.02102181
390,-0.0019970299
391,-0.0047367453
392,-0.0069605364
393,-0.009884445
394,-0.021492755
395,-0.029853577
396,0.0018271809
397,0.0007264132
398,0.0019297474
399,-0.011005338
400,0.017699532
401,-0.028790759
402,-0.0056241862
403,-0.018371994
404,0.004403105
405,-0.019363103
406,0.0127556985
407,0.022886222
408,0.018790334
409,0.017712498
410,-0.012912333
411,-0.023424583
412,-0.005196456
413,0.014730244
414,0.001725076
415,0.024317004
416,0.016601197
417,0.0049853968
418,0.012280207
419,-0.0042606546
420,-0.05767074
421,-0.003890677
422,0.009567578
423,-0.0035821921
424,0.014108196
425,-0.025971211
426,-4.9253344e-05
427,-0.012855203
428,-0.009564646
429,0.009865681
430,-0.0020571894
431,-0.013732033
432,0.008910293
433,0.025325712
434,-0.0022488856
435,-0.040420942
436,0.020453682
437,0.026309578
438,0.009057825
439,0.010394083
440,0.005816021
441,0.009222416
442,0.0092667425
443,0.00046130037
444,-0.014259207
445,0.0009213856
446,0.0023001502
447,-0.009286918
448,0.019817755
449,-0.008496861
450,-0.01661504
451,-0.007775652
452,-0.008614178
453,0.011129271
454,-0.013948563
455,0.0038939093
456,-0.0020555593
457,-0.0071403435
458,0.008766617
459,0.011271087
460,-0.024379753
461,-0.04417403
462,0.0031795495
463,-0.017689804
464,-0.000639495
465,0.0018651029
466,-0.0025691981
467,0.013802523
468,-0.0037678282
469,0.017767848
470,-0.020791417
471,-0.014468743
472,0.0058793155
473,0.052901797
474,0.011698845
475,0.019533133
476,0.014005716
477,0.00425236
478,-0.021008767
479,0.0009984258
480,-0.008041153
481,0.014308719
482,-0.0073802834
483,0.005960869
484,0.027911726
485,0.0007794941
486,0.14704001
487,-0.021642352
488,0.0050387406
489,-0.0058149695
490,0.0011332184
491,-0.034783088
492,-0.05373562
493,0.018493023
494,0.011395556
495,-0.0060736723
496,-0.0053520924
497,-0.010274857
498,0.0009080919
499,-0.027136205
500,-0.0049126013
501,0.0043759644
502,0.008846233
503,0.011918353
504,-0.046854183
505,-0.0140703125
506,0.011291322
507,-0.018556152
508,0.011877296
509,-0.009134347
510,-0.012593817
511,-0.0028078062
512,0.016551409
513,0.022705536
514,-0.00151928
515,-0.016682468
516,0.02237772
517,-0.0033057304
518,0.09177987
519,-0.011552952
520,0.010096079
521,-0.02374034
522,-0.008752377
523,-0.009050346
