X,Y,Z,DeepKriging_Pred,NN_Pred,Kriging_Pred,Kriging_Var,DeepKriging_Std,NN_Std
0.0,0.0,0.0,3.4023414,3.5329163,3.117358072748912,0.8077490713755736,0.29516694,0.26161018
0.0,0.0,0.0209077501454522,3.3893754,3.6094863,3.1173580727424848,0.8077490713753456,0.2874607,0.2294404
0.0,0.0,0.0418155002909044,3.3524308,3.6884315,3.117358072729837,0.8077490713748923,0.34455568,0.3191288
0.0,0.0,0.0627232504363566,3.2811153,3.7413955,3.117358072707264,0.8077490713740672,0.1604226,0.28985158
0.0,0.0,0.0836310005818088,3.2748013,3.77942,3.11735807267119,0.8077490713726898,0.07596559,0.24126132
0.0,0.0,0.104538750727261,3.2688704,3.8036232,3.117358072620743,0.8077490713705715,0.14329046,0.5149835
0.0,0.0,0.1254465008727132,3.2713492,3.8149836,3.117358072562874,0.8077490713675316,0.0683856,0.5264602
0.0,0.0,0.1463542510181654,3.2811208,3.8243954,3.1173580725202323,0.8077490713633396,0.25435925,1.1254654
0.0,0.0,0.1672620011636176,3.2919223,3.8297453,3.117358072541596,0.8077490713574811,0.26716197,0.23501289
0.0,0.0,0.1881697513090698,3.3208652,3.8337727,3.1173580727121246,0.8077490713486373,0.19616802,0.42634413
0.0,0.0,0.209077501454522,3.2898402,3.8355086,3.117358073155849,0.8077490713338459,0.23446475,0.7913839
0.0,0.0,0.2299852515999742,3.3024826,3.835927,3.117358074014385,0.8077490713074781,0.17849436,0.98729205
0.0,0.0,0.2508930017454264,3.3820019,3.8339474,3.117358075379181,0.8077490712604173,0.26988927,1.0277351
0.0,0.0,0.2718007518908786,3.4296162,3.8319683,3.1173580771589195,0.8077490711800455,0.33352342,0.6186718
0.0,0.0,0.2927085020363308,3.4293501,3.829195,3.117358078894104,0.8077490710516916,0.3330866,1.9557459
0.0,0.0,0.3136162521817831,3.333215,3.8251991,3.117358079591507,0.8077490708619278,0.29289183,0.9213637
0.0,0.0,0.3345240023272353,3.3337493,3.8207207,3.117358077715464,0.8077490706034833,0.2759621,3.4929712
0.0,0.0,0.3554317524726875,3.4594932,3.8163936,3.1173580714837845,0.8077490702807373,0.43064755,1.9070508
0.0,0.0,0.3763395026181397,3.9133728,3.8131592,3.117358059513743,0.8077490699140158,0.51002795,1.1138359
0.0,0.0,0.3972472527635919,4.047689,3.8093445,3.117358041649093,0.8077490695405917,0.55858964,1.8385315
0.0,0.0,0.4181550029090441,3.9961975,3.8055499,3.117358019582129,0.8077490692106571,0.51777154,2.103379
0.0,0.0,0.4390627530544963,3.9445713,3.8017538,3.1173579968377862,0.8077490689778342,0.52536744,1.2136106
0.0,0.0,0.4599705031999485,4.1389136,3.7982278,3.1173579779235894,0.8077490688859198,0.5538429,1.3243821
0.0,0.0,0.4808782533454007,4.442846,3.7944465,3.117357966889558,0.8077490689558691,0.5884279,3.3023968
0.0,0.0,0.5017860034908529,4.5063457,3.7871258,3.1173579659219164,0.8077490691781359,0.5945773,2.2679129
0.0361152099716183,0.0,0.0,3.7399278,3.5071893,3.1173580727033885,0.8077490713739648,0.49098733,0.22161672
0.0361152099716183,0.0,0.0209077501454522,3.7020078,3.5927694,3.117358072638409,0.8077490713716504,0.51978403,0.2966237
0.0361152099716183,0.0,0.0418155002909044,3.5845997,3.6845648,3.1173580725109926,0.8077490713670508,0.5555935,0.29529795
0.0361152099716183,0.0,0.0627232504363566,3.413557,3.7497404,3.117358072285456,0.8077490713586758,0.4082081,0.5041964
0.0361152099716183,0.0,0.0836310005818088,3.2896621,3.796863,3.1173580719311427,0.8077490713446908,0.3141258,0.4500608
0.0361152099716183,0.0,0.104538750727261,3.288934,3.8217647,3.117358071456418,0.807749071323179,0.1778142,0.41488576
0.0361152099716183,0.0,0.1254465008727132,3.2935388,3.8390288,3.117358070977003,0.8077490712923275,0.2595457,0.65951645
0.0361152099716183,0.0,0.1463542510181654,3.3772898,3.8498046,3.117358070832828,0.807749071249932,0.2297994,1.1384635
0.0361152099716183,0.0,0.1672620011636176,3.4327648,3.8574958,3.11735807176295,0.8077490711912844,0.36243746,0.35322237
0.0361152099716183,0.0,0.1881697513090698,3.4438238,3.8628645,3.117358075122979,0.8077490711045867,0.2573634,1.1714764
0.0361152099716183,0.0,0.209077501454522,3.3649378,3.8661926,3.117358083066448,0.8077490709639081,0.20840004,1.0424247
0.0361152099716183,0.0,0.2299852515999742,3.3617353,3.8678231,3.117358098503127,0.8077490707215095,0.22871378,0.6991589
0.0361152099716183,0.0,0.2508930017454264,3.42781,3.8676271,3.117358124536805,0.807749070303609,0.42176306,1.706256
0.0361152099716183,0.0,0.2718007518908786,3.4754536,3.8668616,3.1173581631000515,0.8077490696150837,0.39073902,0.68645096
0.0361152099716183,0.0,0.2927085020363308,3.515058,3.8657477,3.117358212807284,0.8077490685575462,0.39682025,0.9108255
0.0361152099716183,0.0,0.3136162521817831,3.485426,3.8647869,3.117358266691157,0.8077490670607793,0.3954642,0.5762981
0.0361152099716183,0.0,0.3345240023272353,3.4870276,3.864382,3.117358311207736,0.8077490651206373,0.3558985,1.707023
0.0361152099716183,0.0,0.3554317524726875,3.879177,3.8629405,3.1173583280936352,0.8077490628304719,0.5167067,1.0222417
0.0361152099716183,0.0,0.3763395026181397,4.2669263,3.860964,3.117358299747688,0.807749060391715,0.6667912,1.0648435
0.0361152099716183,0.0,0.3972472527635919,4.5019536,3.8594604,3.117358216828132,0.8077490580941631,0.6133712,0.74613386
0.0361152099716183,0.0,0.4181550029090441,4.480712,3.8575282,3.117358084725009,0.8077490562659707,0.6363868,1.0307611
0.0361152099716183,0.0,0.4390627530544963,4.320559,3.8552868,3.11735792505417,0.8077490552035256,0.5199688,1.5538616
0.0361152099716183,0.0,0.4599705031999485,4.4212313,3.853045,3.117357770241884,0.8077490550990275,0.59661496,1.9640574
0.0361152099716183,0.0,0.4808782533454007,4.6786637,3.8507965,3.1173576528787232,0.8077490559870453,0.66396815,1.8583983
0.0361152099716183,0.0,0.5017860034908529,4.597437,3.8467011,3.1173575946017182,0.8077490577290088,0.66119117,1.142442
0.0722304199432366,0.0,0.0,3.8642879,3.5122435,3.117358072351319,0.8077490713614884,0.5454638,0.21540946
0.0722304199432366,0.0,0.0209077501454522,3.8708868,3.6973586,3.117358071835457,0.8077490713429852,0.5478077,0.4574426
0.0722304199432366,0.0,0.0418155002909044,3.983824,3.797181,3.1173580708305004,0.8077490713061777,0.50702477,0.36219624
0.0722304199432366,0.0,0.0627232504363566,3.8573904,3.8291175,3.117358069076561,0.8077490712390373,0.56837815,0.43383345
0.0722304199432366,0.0,0.0836310005818088,3.669185,3.8573487,3.1173580664088534,0.8077490711265181,0.5229785,0.54280055
0.0722304199432366,0.0,0.104538750727261,3.528322,3.8828409,3.117358063128307,0.807749070952214,0.40970933,0.36902642
0.0722304199432366,0.0,0.1254465008727132,3.545366,3.906268,3.1173580607799485,0.8077490706988795,0.42150638,0.38022566
0.0722304199432366,0.0,0.1463542510181654,3.644222,3.921165,3.117358063574894,0.8077490703426673,0.45485675,0.44956836
0.0722304199432366,0.0,0.1672620011636176,3.599807,3.9317784,3.1173580806752144,0.8077490698335683,0.39302072,0.84761524
0.0722304199432366,0.0,0.1881697513090698,3.490329,3.9360485,3.1173581292946007,0.8077490690561068,0.38854858,0.59219235
0.0722304199432366,0.0,0.209077501454522,3.3959794,3.9390528,3.1173582378040794,0.8077490677733677,0.20579791,0.7061679
0.0722304199432366,0.0,0.2299852515999742,3.363913,3.9399107,3.1173584466755937,0.8077490655745643,0.2610462,0.90618485
0.0722304199432366,0.0,0.2508930017454264,3.4000003,3.9368093,3.117358803660637,0.8077490618656433,0.24973495,0.8900143
0.0722304199432366,0.0,0.2718007518908786,3.4482937,3.9344552,3.117359349529224,0.8077490559501307,0.3805255,0.83513767
0.0722304199432366,0.0,0.2927085020363308,3.484275,3.9325335,3.1173600938547303,0.8077490472271049,0.3847392,1.1731015
0.0722304199432366,0.0,0.3136162521817831,3.458852,3.9307232,3.117360987286583,0.8077490354789537,0.28265953,1.6588284
0.0722304199432366,0.0,0.3345240023272353,3.4903855,3.9306972,3.117361904688149,0.8077490211518559,0.3635976,0.4767456
0.0722304199432366,0.0,0.3554317524726875,3.8832986,3.9307168,3.1173626561566965,0.8077490054897163,0.46619615,5.064756
0.0722304199432366,0.0,0.3763395026181397,4.3096576,3.930267,3.1173630343543017,0.8077489904102679,0.53102905,0.72417045
0.0722304199432366,0.0,0.3972472527635919,4.590548,3.9296386,3.117362887350309,0.8077489781148894,0.58036697,0.7261327
0.0722304199432366,0.0,0.4181550029090441,4.67565,3.9298952,3.117362186485505,0.8077489705507099,0.7102013,1.2834688
0.0722304199432366,0.0,0.4390627530544963,4.5808616,3.9289377,3.1173610533393767,0.8077489689179238,0.6126211,1.3007642
0.0722304199432366,0.0,0.4599705031999485,4.57382,3.9272943,3.1173597265363573,0.8077489733921672,0.6214689,1.9153779
0.0722304199432366,0.0,0.4808782533454007,4.609265,3.9256332,3.1173584802795467,0.807748983133205,0.69475883,1.9842265
0.0722304199432366,0.0,0.5017860034908529,4.341793,3.923208,3.1173575326111576,0.8077489965421943,0.55935407,1.071785
0.1083456299148549,0.0,0.0,3.4609203,3.5213273,3.1173580702315813,0.8077490712859913,0.39261973,0.2065605
0.1083456299148549,0.0,0.0209077501454522,3.5521355,3.640509,3.117358067020997,0.8077490711693953,0.36637154,0.25622097
0.1083456299148549,0.0,0.0418155002909044,4.02357,3.7501318,3.117358060836827,0.807749070937008,0.49021602,0.4215334
0.1083456299148549,0.0,0.0627232504363566,4.1418986,3.8458638,3.1173580503122738,0.8077490705114512,0.5543246,0.52180594
0.1083456299148549,0.0,0.0836310005818088,3.776731,3.8929305,3.117358035266243,0.8077490697926186,0.5405089,0.42537212
0.1083456299148549,0.0,0.104538750727261,3.5607414,3.9241223,3.1173580200846267,0.8077490686615315,0.4749875,0.67265135
0.1083456299148549,0.0,0.1254465008727132,3.6031654,3.9544141,3.117358021091785,0.8077490669683859,0.4979145,0.5895784
0.1083456299148549,0.0,0.1463542510181654,3.639588,3.9812415,3.1173580806439194,0.8077490644654856,0.63994145,0.7538128
0.1083456299148549,0.0,0.1672620011636176,3.5341275,4.006022,3.1173582907578727,0.8077490606309868,0.3975498,0.9250351
0.1083456299148549,0.0,0.1881697513090698,3.399814,4.027337,3.117358826497908,0.8077490543474298,0.30329087,0.95415145
