,omega
364,0.0010440648
365,0.002847154
366,0.0010180832
367,-0.014715241
368,-0.02069602
369,0.009453304
370,0.024465721
371,-0.00036493607
372,-0.017336804
373,0.0018291238
374,-0.005630238
375,0.006680488
376,0.008526108
377,0.025775872
378,-0.0056423293
379,0.010992968
380,0.019048639
381,0.001616305
382,0.019878104
383,-0.018976633
384,0.01642901
385,-0.009517231
386,-0.00042126176
387,0.021727607
388,0.017771367
389,-0.019421203
390,0.0014490313
391,0.0037748269
392,-0.0162494
393,-0.01868053
394,-0.018997084
395,-0.010571244
396,-0.01553268
397,0.020405987
398,0.012819228
399,-0.004280853
400,-0.01159094
401,-0.0029747863
402,0.0013893758
403,-0.0030640743
404,-0.0066140406
405,0.0057951882
406,0.006345026
407,-0.0047996584
408,-0.016928535
409,0.019081002
410,0.005812629
411,-0.006755215
412,0.006509633
413,0.011690671
414,-0.0026541916
415,0.03168861
416,-0.009082205
417,-0.017132543
418,-0.021467453
419,0.023013184
420,0.0044012023
421,0.00870645
422,-0.020970125
423,-0.004207488
424,-0.017471518
425,0.07886948
426,0.0026051244
427,-0.0054429
428,-0.022755746
429,0.0012673258
430,0.0019413929
431,-0.013759373
432,0.016360734
433,0.015669152
434,0.009899516
435,-0.021116678
436,-0.007235421
437,-0.0082912175
438,-0.019513307
439,-0.0059726406
440,-0.0060440768
441,0.023108022
442,-0.0058767176
443,-0.018027734
444,0.01118264
445,0.015735015
446,0.0016548077
447,-0.0023137326
448,0.011103189
449,-0.0047256844
450,0.0014296558
451,0.009671329
452,-0.008248812
453,-0.008056564
454,0.002045505
455,0.015955849
456,-0.01487579
457,-0.017750949
458,-0.019025017
459,0.018383825
460,0.0056414576
461,0.014204463
462,-0.008414717
463,0.010307969
464,0.0019950178
465,0.0247105
466,0.017103776
467,0.01479214
468,-0.01361149
469,0.018111853
470,0.0067245867
471,-0.018939096
472,-0.018956158
473,-0.00578456
474,-0.01596899
475,-0.005483796
476,-0.008806763
477,-0.007718516
478,-0.023685597
479,0.013416653
480,-0.0028962796
481,-0.01925489
482,0.008270254
483,0.016070021
484,-0.00088975346
485,0.0023927253
486,-0.010425571
487,-0.020420395
488,0.0002694209
489,-0.0075750165
490,-0.009230576
491,0.0023071764
492,0.04512975
493,-0.008788051
494,-0.011635523
495,-0.00018134504
496,0.0020087431
497,-0.016211964
498,0.007969361
499,-0.019773753
500,0.017235275
501,0.0021854457
502,0.014779869
503,-0.007752387
504,0.014116793
505,0.0075720716
506,-0.00036261062
507,0.019291332
508,-0.012908461
509,0.01646544
510,0.006170257
511,0.011779208
512,-0.0006867829
513,-0.009180391
514,-0.0011119291
515,-0.020958008
516,0.0011633965
517,0.000331613
518,-0.0075857304
519,0.023665037
520,-0.00922139
521,-0.013087412
522,0.0058566295
523,0.0017836792
