,omega
357,0.0014203116
358,-0.00031239726
359,0.005656911
360,0.023930527
361,-0.00088074553
362,-0.0010029593
363,-0.012049789
364,0.0065152217
365,0.004352021
366,0.0077842954
367,0.0011373898
368,-0.007992437
369,0.0036906453
370,-0.00045801175
371,0.017014954
372,0.0070951884
373,0.0036499056
374,0.005058032
375,-0.0024837367
376,-0.004326201
377,0.01173991
378,-0.00081649516
379,-0.0016840536
380,0.0066160583
381,0.00585333
382,-0.0046979142
383,-0.0045760525
384,-0.013719256
385,-0.008777766
386,0.011825435
387,-0.005107137
388,0.0039216606
389,-0.0015953779
390,-0.0007494816
391,0.0060318816
392,-0.010701995
393,-0.008669222
394,0.00064251246
395,-0.016423222
396,-0.012825478
397,0.0055698124
398,-0.0018210113
399,-0.008281576
400,-0.004620767
401,-0.0036263212
402,0.012661122
403,0.0154588735
404,-0.0030694895
405,0.005716134
406,0.0034410837
407,-0.0046469024
408,0.001420479
409,0.014329911
410,0.0025283804
411,-0.0029641252
412,-0.002438818
413,0.008887775
414,0.010256892
415,-0.013353843
416,-0.0014684852
417,-0.009662844
418,-0.0061794575
419,-0.001447632
420,0.016120369
421,0.010181846
422,0.026853586
423,0.007819461
424,-0.0049838834
425,0.014056901
426,0.008866349
427,-0.01307926
428,-0.00024938455
429,0.0051880013
430,-0.004381267
431,-0.018003054
432,-0.0076239
433,0.00039664633
434,-0.00028889574
435,0.011051079
436,0.00016463897
437,-0.00076231593
438,-0.013390193
439,0.0031649293
440,0.007398449
441,-0.0069680605
442,0.013327526
443,-0.0010968789
444,-0.008171247
445,0.009179135
446,0.0068311053
447,0.0033588393
448,0.011286982
449,-0.012454705
450,0.001870235
451,0.008806304
452,-0.009869048
453,-0.0058867233
454,0.0047030766
455,0.0049732374
456,-0.0029942845
457,-0.01417049
458,-0.005285153
459,0.0029728732
460,-0.007786515
461,0.001092812
462,-0.0143803395
463,0.0035318786
464,0.010097809
465,-0.008685552
466,-0.003642586
467,-0.0010465174
468,-0.0024174051
469,0.020980753
470,-0.0012573798
471,0.004429943
472,0.00030392443
473,-0.004702997
474,-0.0054290746
475,-0.004312562
476,-0.0019590398
477,-0.0010901503
478,-0.013330869
479,0.0057446896
480,-0.004204137
481,0.002798753
482,-0.00020226277
483,0.0050839093
484,-0.0074657453
485,0.011042063
486,-0.00048824772
487,-0.011566594
488,0.0025957401
489,-0.004433978
490,-0.007520239
491,0.0201795
492,0.016752414
493,-0.011542376
494,-0.004161033
495,0.0070226165
496,0.013328487
497,0.0027996046
498,-0.007619109
499,-0.015918009
500,-0.003222506
501,-0.011493077
502,-0.005572177
503,0.00647843
504,-0.013722157
505,-0.010194189
506,-0.003193428
507,-0.008012948
508,0.0007093507
509,0.0016937474
510,0.0020714542
511,-0.0028398205
512,-0.0054540318
513,-0.009341124
514,0.006376365
515,-0.009203553
516,0.008403271
517,0.01481697
518,0.0023877993
519,-0.0020543593
520,-0.007866812
521,-0.009149435
522,0.001012437
523,0.0042825793
